,,,,RESIDENTIAL,,,,COMMERCIAL,,,,INDUSTRIAL,,,,TRANSPORTATION,,,,TOTAL,,,
,,,,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price
Year,Month,State,Data Status,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh
2022,6,TX,Final,"2,381,732","17,653,237","12,025,116",13.49,"1,378,442","14,382,432","1,583,318",9.58,"920,241","12,404,367","324,865",7.42,"1,037","14,969",3,6.93,"4,681,451","44,455,005","13,933,302",10.53
2022,6,UT,Final,"113,564","1,024,193","1,206,051",11.09,"98,175","1,116,331","142,392",8.79,"52,789","790,184","10,442",6.68,488,"3,810",1,12.81,"265,016","2,934,517","1,358,886",9.03
2022,6,VA,Final,"513,553","3,856,945","3,579,973",13.32,"525,789","5,485,575","437,300",9.58,"113,250","1,472,921","3,675",7.69,"1,422","13,165",1,10.80,"1,154,014","10,828,607","4,020,949",10.66
2022,6,VT,Final,"31,806","157,797","322,091",20.16,"27,021","157,463","61,675",17.16,"13,826","114,892",253,12.03,0,0,0,0.00,"72,653","430,151","384,019",16.89
2022,6,WA,Final,"269,260","2,560,684","3,271,912",10.52,"219,218","2,313,306","397,380",9.48,"103,154","1,803,533","27,118",5.72,"1,053","10,552",5,9.98,"592,685","6,688,075","3,696,415",8.86
2022,6,WI,Final,"314,022","1,938,924","2,786,425",16.20,"252,310","2,018,149","363,746",12.50,"184,898","1,971,280","5,707",9.38,15,87,2,17.68,"751,246","5,928,440","3,155,880",12.67
2022,6,WV,Final,"111,615","812,673","862,596",13.73,"64,675","621,622","149,683",10.40,"85,403","1,189,909","11,218",7.18,0,0,0,0.00,"261,694","2,624,203","1,023,497",9.97
2022,6,WY,Final,"23,462","199,906","281,181",11.74,"29,795","288,517","58,421",10.33,"52,743","783,792","11,843",6.73,0,0,0,0.00,"106,000","1,272,215","351,445",8.33
2022,5,AK,Final,"36,198","150,029","294,127",24.13,"42,153","202,329","56,329",20.83,"23,000","115,035","1,156",19.99,0,0,0,0.00,"101,351","467,394","351,612",21.68
2022,5,AL,Final,"352,605","2,494,733","2,325,948",14.13,"245,228","1,910,701","380,852",12.83,"210,235","2,774,918","7,232",7.58,0,0,0,0.00,"808,068","7,180,352","2,714,032",11.25
2022,5,AR,Final,"154,591","1,246,570","1,442,696",12.40,"96,627","924,014","202,233",10.46,"114,109","1,547,091","31,471",7.38,2,14,2,15.19,"365,330","3,717,688","1,676,402",9.83
2022,5,AZ,Final,"426,670","3,244,681","2,998,320",13.15,"297,219","2,702,919","337,476",11.00,"95,022","1,215,292","7,854",7.82,75,734,2,10.27,"818,987","7,163,625","3,343,652",11.43
2022,5,CA,Final,"1,683,566","6,186,956","13,994,057",27.21,"1,734,009","8,741,933","1,769,925",19.84,"636,900","3,962,195","148,760",16.07,"5,628","52,593",12,10.70,"4,060,104","18,943,677","15,912,754",21.43
2022,5,CO,Final,"199,396","1,458,340","2,475,716",13.67,"184,611","1,670,483","391,793",11.05,"99,834","1,208,908","15,157",8.26,652,"7,367",1,8.85,"484,492","4,345,098","2,882,667",11.15
2022,5,CT,Final,"228,916","922,881","1,536,324",24.80,"167,808","946,812","155,456",17.72,"34,842","241,437","3,987",14.43,"1,720","12,611",3,13.64,"433,286","2,123,741","1,695,770",20.40
2022,5,DC,Final,"25,351","170,955","305,926",14.83,"92,237","598,684","27,116",15.41,"1,155","15,952",1,7.24,"1,821","17,367",3,10.49,"120,565","802,959","333,046",15.02
2022,5,DE,Final,"48,491","339,403","460,539",14.29,"37,164","346,259","59,234",10.73,"13,086","157,100",870,8.33,0,0,0,0.00,"98,741","842,762","520,643",11.72
2022,5,FL,Final,"1,519,105","11,237,798","10,045,652",13.52,"929,762","8,478,921","1,281,994",10.97,"143,859","1,593,707","23,568",9.03,685,"7,003",2,9.79,"2,593,412","21,317,429","11,351,216",12.17
2022,5,GA,Final,"670,008","4,723,071","4,637,161",14.19,"512,125","4,217,359","607,213",12.14,"256,654","2,972,100","24,308",8.64,"1,088","11,766",1,9.24,"1,439,874","11,924,296","5,268,683",12.08
2022,5,HI,Final,"96,977","223,893","444,940",43.31,"95,974","239,956","60,104",40.00,"104,245","287,936",826,36.20,0,0,0,0.00,"297,195","751,786","505,870",39.53
2022,5,IA,Final,"148,136","1,043,917","1,423,569",14.19,"107,002","970,171","245,406",11.03,"160,051","2,290,892","9,646",6.99,0,0,0,0.00,"415,188","4,304,980","1,678,621",9.64
2022,5,ID,Final,"65,109","635,137","823,836",10.25,"41,194","514,878","119,374",8.00,"53,320","864,128","29,315",6.17,0,0,0,0.00,"159,623","2,014,143","972,525",7.93
2022,5,IL,Final,"534,325","3,557,282","5,372,564",15.02,"437,415","3,763,177","634,443",11.62,"303,224","3,384,321","5,482",8.96,"2,431","35,258",3,6.90,"1,277,396","10,740,038","6,012,492",11.89
2022,5,IN,Final,"348,648","2,335,997","2,987,194",14.93,"236,992","1,889,108","371,343",12.55,"313,360","3,709,491","19,118",8.45,120,907,1,13.26,"899,120","7,935,503","3,377,656",11.33
2022,5,KS,Final,"146,881","1,050,840","1,297,304",13.98,"143,715","1,281,338","245,586",11.22,"78,827","996,042","24,240",7.91,0,0,0,0.00,"369,422","3,328,219","1,567,130",11.10
2022,5,KY,Final,"236,844","1,843,050","2,045,218",12.85,"180,586","1,542,828","319,028",11.70,"192,431","2,623,620","5,467",7.33,0,0,0,0.00,"609,861","6,009,498","2,369,713",10.15
2022,5,LA,Final,"291,964","2,389,139","2,123,814",12.22,"209,569","1,932,245","300,529",10.85,"224,859","3,446,485","20,031",6.52,104,879,1,11.80,"726,496","7,768,748","2,444,375",9.35
2022,5,MA,Final,"334,124","1,408,673","2,859,715",23.72,"324,241","1,911,030","434,640",16.97,"86,991","533,296","10,593",16.31,"1,794","24,593",2,7.29,"747,150","3,877,592","3,304,950",19.27
2022,5,MD,Final,"263,501","1,859,193","2,414,279",14.17,"269,741","2,273,848","260,820",11.86,"30,329","310,165","9,145",9.78,"2,436","29,327",5,8.31,"566,006","4,472,533","2,684,249",12.66
2022,5,ME,Final,"90,791","353,654","741,436",25.67,"53,249","317,337","108,781",16.78,"23,452","196,549","2,233",11.93,0,0,0,0.00,"167,492","867,540","852,450",19.31
2022,5,MI,Final,"463,580","2,584,365","4,469,985",17.94,"380,994","2,998,740","554,308",12.71,"205,888","2,365,784","5,791",8.70,38,301,2,12.72,"1,050,500","7,949,191","5,030,086",13.22
2022,5,MN,Final,"239,487","1,640,836","2,519,388",14.60,"219,141","1,790,548","308,024",12.24,"157,695","1,707,132","9,444",9.24,181,"1,559",1,11.62,"616,504","5,140,074","2,836,857",11.99
2022,5,MO,Final,"284,705","2,498,088","2,878,177",11.40,"212,147","2,346,270","399,389",9.04,"83,612","1,157,879","9,898",7.22,168,"2,207",2,7.59,"580,632","6,004,444","3,287,466",9.67
2022,5,MS,Final,"172,203","1,338,027","1,327,063",12.87,"134,570","1,137,068","244,775",11.83,"91,169","1,387,122","11,173",6.57,0,0,0,0.00,"397,943","3,862,217","1,583,011",10.30
2022,5,MT,Final,"46,742","418,275","539,471",11.17,"40,075","384,498","114,294",10.42,"22,749","352,425","12,325",6.45,0,0,0,0.00,"109,565","1,155,198","666,090",9.48
2022,5,NC,Final,"540,474","4,626,277","4,848,048",11.68,"381,516","4,228,479","741,616",9.02,"147,930","2,214,756","9,257",6.68,93,"1,243",1,7.47,"1,070,013","11,070,755","5,598,922",9.67
2022,5,ND,Final,"38,907","326,528","391,859",11.92,"56,226","678,457","76,778",8.29,"67,186","914,390","9,145",7.35,0,0,0,0.00,"162,319","1,919,375","477,782",8.46
2022,5,NE,Final,"80,008","719,363","875,604",11.12,"66,788","748,986","158,835",8.92,"77,808","1,062,598","66,440",7.32,0,0,0,0.00,"224,604","2,530,947","1,100,879",8.87
2022,5,NH,Final,"78,073","339,220","643,770",23.02,"55,524","323,717","111,179",17.15,"23,240","165,628","3,175",14.03,0,0,0,0.00,"156,838","828,566","758,124",18.93
2022,5,NJ,Final,"364,307","2,152,203","3,665,497",16.93,"413,684","2,944,012","532,428",14.05,"65,780","545,558","11,438",12.06,"2,489","20,357",7,12.23,"846,260","5,662,130","4,209,370",14.95
2022,5,NM,Final,"67,040","530,326","919,663",12.64,"79,692","780,908","147,198",10.21,"53,735","870,521","9,282",6.17,0,0,0,0.00,"200,467","2,181,756","1,076,143",9.19
2022,5,NV,Final,"147,886","1,091,799","1,267,605",13.55,"96,082","1,054,296","172,942",9.11,"76,103","1,074,123","3,496",7.09,52,547,1,9.55,"320,123","3,220,765","1,444,044",9.94
2022,5,NY,Final,"787,838","3,604,333","7,331,381",21.86,"915,548","5,417,885","1,162,888",16.90,"84,687","1,210,068","7,332",7.00,"26,111","190,876",8,13.68,"1,814,184","10,423,162","8,501,609",17.41
2022,5,OH,Final,"490,544","3,624,038","5,111,502",13.54,"386,281","3,716,306","632,522",10.39,"317,668","4,164,141","19,560",7.63,193,"2,390",3,8.07,"1,194,686","11,506,875","5,763,587",10.38
2022,5,OK,Final,"225,739","1,838,174","1,835,575",12.28,"189,662","1,878,916","299,960",10.09,"131,224","1,892,868","20,123",6.93,0,0,0,0.00,"546,624","5,609,958","2,155,658",9.74
2022,5,OR,Final,"166,746","1,430,983","1,823,639",11.65,"124,283","1,312,101","244,653",9.47,"103,064","1,554,773","26,849",6.63,186,"1,804",2,10.29,"394,278","4,299,661","2,095,143",9.17
2022,5,PA,Final,"546,105","3,623,740","5,502,710",15.07,"304,146","2,920,640","731,916",10.41,"330,285","4,110,351","14,819",8.04,"5,595","72,167",6,7.75,"1,186,130","10,726,898","6,249,451",11.06
2022,5,RI,Final,"46,704","234,286","454,613",19.93,"45,719","317,290","60,969",14.41,"9,410","55,058","1,651",17.09,324,"1,654",1,19.62,"102,157","608,287","517,234",16.79
2022,5,SC,Final,"334,611","2,486,585","2,461,330",13.46,"226,208","2,098,356","403,361",10.78,"155,801","2,307,292","3,667",6.75,0,0,0,0.00,"716,620","6,892,233","2,868,358",10.40
2022,5,SD,Final,"44,543","354,648","418,353",12.56,"38,246","374,703","76,080",10.21,"20,205","252,009","4,259",8.02,0,0,0,0.00,"102,994","981,360","498,692",10.50
2022,5,TN,Final,"341,618","2,872,452","3,057,931",11.89,"322,193","2,854,201","528,414",11.29,"117,674","1,968,966","1,024",5.98,0,0,0,0.00,"781,485","7,695,619","3,587,369",10.15
2022,5,TX,Final,"1,792,566","13,439,906","12,030,297",13.34,"1,227,185","13,363,837","1,565,351",9.18,"978,260","12,302,450","318,297",7.95,978,"14,434",3,6.77,"3,998,988","39,120,627","13,913,948",10.22
2022,5,UT,Final,"80,224","765,792","1,204,652",10.48,"85,174","1,028,080","142,065",8.28,"47,788","743,180","10,385",6.43,491,"3,822",1,12.84,"213,677","2,540,874","1,357,103",8.41
2022,5,VA,Final,"399,716","3,118,697","3,576,002",12.82,"556,927","5,710,903","436,796",9.75,"105,636","1,393,423","3,670",7.58,938,"9,037",1,10.38,"1,063,217","10,232,061","4,016,469",10.39
2022,5,VT,Final,"31,027","153,203","320,579",20.25,"26,903","153,211","61,381",17.56,"13,299","115,436",253,11.52,0,0,0,0.00,"71,228","421,850","382,213",16.88
2022,5,WA,Final,"293,131","2,826,103","3,265,567",10.37,"219,292","2,299,461","399,184",9.54,"101,704","1,696,661","26,894",5.99,682,"6,428",5,10.61,"614,810","6,828,653","3,691,650",9.00
2022,5,WI,Final,"265,940","1,648,677","2,778,634",16.13,"226,919","1,890,199","363,130",12.01,"170,083","2,006,880","5,652",8.48,13,72,2,17.77,"662,955","5,545,828","3,147,418",11.95
2022,5,WV,Final,"97,809","700,521","862,858",13.96,"63,351","593,844","149,682",10.67,"85,290","1,270,439","11,232",6.71,0,0,0,0.00,"246,450","2,564,804","1,023,772",9.61
2022,5,WY,Final,"23,822","207,096","280,879",11.50,"28,077","284,968","58,401",9.85,"54,717","781,123","11,809",7.00,0,0,0,0.00,"106,617","1,273,187","351,089",8.37
2022,4,AK,Final,"36,494","159,841","293,545",22.83,"41,125","206,223","56,133",19.94,"21,134","115,273","1,150",18.33,0,0,0,0.00,"98,754","481,336","350,828",20.52
2022,4,AL,Final,"280,139","1,987,431","2,324,215",14.10,"205,235","1,634,176","378,882",12.56,"174,013","2,520,167","7,192",6.90,0,0,0,0.00,"659,386","6,141,774","2,710,289",10.74
2022,4,AR,Final,"138,007","1,155,102","1,441,061",11.95,"82,227","833,566","202,156",9.86,"97,474","1,472,757","28,672",6.62,2,13,2,16.50,"317,710","3,461,438","1,671,891",9.18
2022,4,AZ,Final,"315,812","2,403,244","2,998,789",13.14,"247,164","2,364,646","340,628",10.45,"82,544","1,143,524","7,863",7.22,72,798,2,8.99,"645,592","5,912,211","3,347,282",10.92
2022,4,CA,Final,"1,287,948","5,531,398","13,663,517",23.28,"1,867,018","8,871,196","1,742,888",21.05,"571,189","3,712,281","144,047",15.39,"6,813","55,630",12,12.25,"3,732,969","18,170,505","15,550,464",20.54
2022,4,CO,Final,"189,848","1,384,880","2,472,408",13.71,"177,035","1,644,781","390,425",10.76,"98,685","1,222,812","15,167",8.07,644,"7,018",1,9.17,"466,212","4,259,491","2,878,001",10.95
2022,4,CT,Final,"230,209","849,407","1,535,754",27.10,"161,083","842,419","155,409",19.12,"33,408","226,398","4,002",14.76,"2,003","9,144",3,21.90,"426,704","1,927,370","1,695,168",22.14
2022,4,DC,Final,"21,835","159,155","304,225",13.72,"76,377","507,092","27,089",15.06,"1,218","15,296",1,7.96,"1,952","18,504",3,10.55,"101,382","700,048","331,318",14.48
2022,4,DE,Final,"44,424","333,513","459,738",13.32,"29,690","292,642","59,099",10.15,"12,428","159,254",874,7.80,0,0,0,0.00,"86,543","785,409","519,711",11.02
2022,4,FL,Final,"1,287,539","9,418,530","10,030,596",13.67,"837,717","7,559,017","1,280,029",11.08,"127,593","1,478,836","23,202",8.63,655,"6,413",2,10.21,"2,253,504","18,462,795","11,333,829",12.21
2022,4,GA,Final,"489,040","3,695,385","4,631,333",13.23,"409,934","3,641,345","606,245",11.26,"199,235","2,784,834","23,748",7.15,810,"11,320",1,7.15,"1,099,019","10,132,884","5,261,327",10.85
2022,4,HI,Final,"88,715","212,187","444,830",41.81,"86,923","226,549","60,118",38.37,"94,833","274,929",827,34.49,0,0,0,0.00,"270,471","713,665","505,775",37.90
2022,4,IA,Final,"128,701","1,058,426","1,422,044",12.16,"87,704","938,718","244,589",9.34,"124,777","2,070,370","9,606",6.03,0,0,0,0.00,"341,181","4,067,514","1,676,239",8.39
2022,4,ID,Final,"70,429","717,066","821,928",9.82,"41,765","517,036","119,056",8.08,"36,996","638,529","29,188",5.79,0,0,0,0.00,"149,189","1,872,632","970,172",7.97
2022,4,IL,Final,"433,015","2,890,079","5,379,888",14.98,"383,627","3,460,978","634,795",11.08,"279,539","3,316,202","5,492",8.43,"1,778","25,826",3,6.89,"1,097,959","9,693,085","6,020,178",11.33
2022,4,IN,Final,"314,645","2,199,153","2,985,027",14.31,"214,139","1,721,659","371,256",12.44,"283,104","3,534,273","19,148",8.01,122,926,1,13.21,"812,011","7,456,011","3,375,432",10.89
2022,4,KS,Final,"115,363","826,336","1,296,417",13.96,"127,033","1,141,566","245,048",11.13,"74,670","959,202","23,741",7.78,0,0,0,0.00,"317,067","2,927,104","1,565,206",10.83
2022,4,KY,Final,"216,038","1,701,288","2,038,014",12.70,"160,227","1,417,727","314,835",11.30,"174,457","2,525,307","5,354",6.91,0,0,0,0.00,"550,722","5,644,321","2,358,203",9.76
2022,4,LA,Final,"223,503","1,823,820","2,121,028",12.25,"184,734","1,686,797","300,381",10.95,"213,798","3,278,481","19,755",6.52,86,751,1,11.42,"622,122","6,789,849","2,441,165",9.16
2022,4,MA,Final,"361,074","1,491,474","2,792,869",24.21,"331,564","1,926,931","417,060",17.21,"83,959","529,068","10,217",15.87,"1,680","25,284",2,6.64,"778,277","3,972,757","3,220,148",19.59
2022,4,MD,Final,"251,142","1,779,485","2,412,779",14.11,"224,211","1,936,678","260,638",11.58,"26,314","279,556","9,150",9.41,"2,745","32,723",5,8.39,"504,412","4,028,441","2,682,572",12.52
2022,4,ME,Final,"100,635","397,850","711,787",25.29,"52,467","310,738","104,345",16.88,"21,442","192,314","2,090",11.15,0,0,0,0.00,"174,544","900,901","818,222",19.37
2022,4,MI,Final,"436,170","2,456,343","4,470,516",17.76,"343,096","2,726,716","553,342",12.58,"186,433","2,298,989","5,761",8.11,44,365,2,11.95,"965,742","7,482,413","5,029,621",12.91
2022,4,MN,Final,"235,861","1,689,307","2,515,449",13.96,"200,001","1,699,293","307,029",11.77,"144,975","1,606,978","9,383",9.02,196,"1,669",1,11.71,"581,033","4,997,247","2,831,862",11.63
2022,4,MO,Final,"252,596","2,299,886","2,879,357",10.98,"188,570","2,146,418","399,312",8.79,"72,615","1,049,879","9,964",6.92,153,"1,940",2,7.87,"513,934","5,498,122","3,288,635",9.35
2022,4,MS,Final,"145,949","1,130,035","1,325,910",12.92,"119,084","1,010,776","244,539",11.78,"85,499","1,322,277","10,784",6.47,0,0,0,0.00,"350,532","3,463,088","1,581,233",10.12
2022,4,MT,Final,"50,101","457,026","538,490",10.96,"41,694","406,995","114,295",10.24,"26,333","382,625","10,541",6.88,0,0,0,0.00,"118,128","1,246,646","663,326",9.48
2022,4,NC,Final,"441,629","3,743,022","4,839,145",11.80,"294,640","3,653,830","740,254",8.06,"132,608","1,995,710","9,200",6.64,95,"1,292",1,7.36,"868,972","9,393,853","5,588,600",9.25
2022,4,ND,Final,"42,669","406,551","391,190",10.50,"53,562","669,441","76,615",8.00,"63,152","854,579","9,116",7.39,0,0,0,0.00,"159,382","1,930,571","476,921",8.26
2022,4,NE,Final,"76,885","703,653","873,454",10.93,"60,571","703,751","157,667",8.61,"71,882","1,036,398","66,104",6.94,0,0,0,0.00,"209,338","2,443,803","1,097,225",8.57
2022,4,NH,Final,"78,156","337,933","641,581",23.13,"52,618","305,079","110,821",17.25,"21,553","152,625","3,186",14.12,0,0,0,0.00,"152,328","795,637","755,588",19.15
2022,4,NJ,Final,"298,951","1,761,795","3,657,277",16.97,"368,135","2,775,806","531,180",13.26,"61,425","522,908","11,476",11.75,"2,777","22,655",7,12.26,"731,288","5,083,165","4,199,940",14.39
2022,4,NM,Final,"57,888","431,158","919,485",13.43,"72,398","690,422","147,147",10.49,"57,378","889,782","9,294",6.45,0,0,0,0.00,"187,664","2,011,362","1,075,926",9.33
2022,4,NV,Final,"112,694","811,846","1,265,754",13.88,"86,403","929,908","173,352",9.29,"69,723","996,508","3,486",7.00,47,516,1,9.02,"268,867","2,738,779","1,442,593",9.82
2022,4,NY,Final,"744,911","3,536,876","7,351,133",21.06,"899,136","5,510,563","1,166,340",16.32,"95,728","1,370,738","7,483",6.98,"27,139","197,537",8,13.74,"1,766,915","10,615,714","8,524,964",16.64
2022,4,OH,Final,"459,384","3,529,998","5,066,586",13.01,"347,083","3,377,230","624,559",10.28,"285,549","3,981,110","19,040",7.17,224,"3,028",3,7.40,"1,092,240","10,891,366","5,710,188",10.03
2022,4,OK,Final,"170,061","1,389,709","1,833,709",12.24,"139,335","1,553,925","299,286",8.97,"105,602","1,819,144","19,998",5.81,0,0,0,0.00,"414,998","4,762,778","2,152,993",8.71
2022,4,OR,Final,"183,310","1,623,763","1,821,717",11.29,"124,030","1,325,835","243,990",9.35,"100,621","1,488,795","26,745",6.76,190,"1,863",2,10.19,"408,151","4,440,256","2,092,454",9.19
2022,4,PA,Final,"567,554","3,826,912","5,504,096",14.83,"282,596","2,777,419","728,813",10.17,"314,674","4,151,866","14,716",7.58,"3,749","48,181",6,7.78,"1,168,574","10,804,377","6,247,631",10.82
2022,4,RI,Final,"55,704","274,773","453,894",20.27,"49,017","328,987","61,069",14.90,"9,149","56,038","1,644",16.33,329,"1,784",1,18.43,"114,199","661,582","516,608",17.26
2022,4,SC,Final,"256,475","1,903,334","2,460,754",13.48,"173,041","1,734,596","402,807",9.98,"130,498","2,178,329","3,627",5.99,0,0,0,0.00,"560,014","5,816,258","2,867,188",9.63
2022,4,SD,Final,"48,684","406,990","417,377",11.96,"38,166","380,243","75,576",10.04,"20,438","259,111","4,226",7.89,0,0,0,0.00,"107,288","1,046,345","497,179",10.25
2022,4,TN,Final,"332,410","2,813,595","3,051,154",11.81,"296,166","2,600,428","528,313",11.39,"111,708","1,870,832","1,033",5.97,0,0,0,0.00,"740,283","7,284,855","3,580,500",10.16
2022,4,TX,Final,"1,346,426","10,133,091","11,996,708",13.29,"1,002,934","12,070,698","1,571,451",8.31,"796,415","11,805,640","315,068",6.75,972,"14,187",3,6.85,"3,146,746","34,023,616","13,883,230",9.25
2022,4,UT,Final,"72,336","687,527","1,198,214",10.52,"78,465","952,434","141,760",8.24,"46,776","715,621","10,361",6.54,468,"3,623",1,12.91,"198,045","2,359,206","1,350,336",8.39
2022,4,VA,Final,"360,158","2,845,048","3,574,431",12.66,"484,512","5,459,932","436,200",8.87,"100,649","1,384,926","3,634",7.27,925,"9,230",1,10.02,"946,244","9,699,137","4,014,266",9.76
2022,4,VT,Final,"31,797","158,819","320,041",20.02,"24,544","144,508","61,335",16.98,"12,548","109,432",253,11.47,0,0,0,0.00,"68,889","412,759","381,629",16.69
2022,4,WA,Final,"333,321","3,286,471","3,255,357",10.14,"223,176","2,388,937","395,050",9.34,"110,106","1,808,478","26,432",6.09,"1,072","10,747",5,9.97,"667,675","7,494,633","3,676,844",8.91
2022,4,WI,Final,"254,590","1,641,923","2,785,859",15.51,"200,650","1,748,746","363,400",11.47,"145,453","1,847,664","5,588",7.87,14,77,2,17.86,"600,707","5,238,410","3,154,849",11.47
2022,4,WV,Final,"96,940","733,179","863,542",13.22,"55,086","526,022","149,432",10.47,"76,509","1,197,441","11,258",6.39,0,0,0,0.00,"228,535","2,456,642","1,024,232",9.30
2022,4,WY,Final,"26,102","236,233","280,473",11.05,"27,128","284,453","58,002",9.54,"54,368","818,021","11,780",6.65,0,0,0,0.00,"107,598","1,338,707","350,255",8.04
2022,3,AK,Final,"42,042","183,641","293,314",22.89,"43,883","223,408","56,228",19.64,"22,946","120,391","1,128",19.06,0,0,0,0.00,"108,871","527,440","350,670",20.64
